Joy Yee To Go,1465 W Irving Park,Chicago,IL,60613,"Chinese, Noodles, Asian",joyyeetogo
Green Tea Japanese Restaurant,2206 N Clark St,Chicago,IL,60614,"Japanese, Sushi, Salads",greenteajapaneserestaurant
Lahore Food & Grill,2116 W Devon Ave,Chicago,IL,60659,"Indian, Late Night",lahorefood&grill
Hiro's Cafe,2936 N Broadway St,Chicago,IL,60657,"Japanese, Sushi",hiro'scafe
The Shrimp Shack,6658 W Archer Ave,Chicago,IL,60638,"Southern, Deli Food, Seafood",theshrimpshack
Hoa My Chinese Restaurant,8528 W Lawrence Ave,Harwood Heights,IL,60706,Chinese,hoamychineserestaurant
Annetti's Pizzeria,4950 N Cumberland Ave,Norridge,IL,60706,Italian,annetti'spizzeria
Cafe Sushi,1342 N Wells St,Chicago,IL,60610,"Japanese, Sushi, Asian",cafesushi
Al's Pizza,6344 W Irving Park Rd,Chicago,IL,60634,"Italian, Pizza, Sandwiches",al'spizza
China Spring Chinese Restaurant,7005 N Clark St,Chicago,IL,60626,Chinese,chinaspringchineserestaurant
Manny's Coffee Shop & Deli,1141 S Jefferson St,Chicago,IL,60607,"Deli Food, Sandwiches, Wraps",manny'scoffeeshop&deli
Choppers,1659 N Ashland Ave,Chicago,IL,60622,"Burgers, Ice Cream, Sandwiches",choppers
Sarpinos Pizzeria,627 W Lake St ,Chicago,IL,60661,"Italian, Pizza, Sandwiches",sarpinospizzeria
Smokin' Woody's BBQ,4160 N Lincoln Ave,Chicago,IL,60618,"Barbecue, Soups, American",smokin'woody'sbbq
Los Chilaquiles,5735 W 16th St,Cicero,IL,60804,"Mexican, Wraps, Vegetarian",loschilaquiles
Churro Factory,2214 S Wolcott,Chicago,IL,60608,Mexican,churrofactory
Jess Cafe,5819 W Belmont Ave,Chicago,IL,60634,"Chinese, Asian, Mandarin",jesscafe
Jamaican Jerk Spice ,6500 S. Cottage Grove Ave,Chicago,IL,60637,"Jamaican, Caribbean, Chicken",jamaicanjerkspice
Las Cazuelas Grill,4720 S Pulaski Rd,Chicago,IL,60632,Mexican,lascazuelasgrill
The Famous Taco Burrito King,3603 N Western Ave,Chicago,IL,60618,Mexican,thefamoustacoburritoking
Kyoto Sushi Restaurant,2534 N Lincoln Ave,Chicago,IL,60614,"Japanese, Sushi, Asian",kyotosushirestaurant
The Famous Taco Burrito King # 1,2817 W Irving Park Rd,Chicago,IL,60618,Mexican,thefamoustacoburritoking#1
Serena Restaurant,2309-11 W Devon Ave,Chicago,IL,60659,Indian,serenarestaurant
Festa Pizzeria,3525 W Fullerton Ave,Chicago,IL,60647,"Pizza, Sandwiches, Pasta",festapizzeria
Plenty Chinese Restaurant,2002 W Montrose Ave,Chicago,IL,60618,"Chinese, Noodles, Asian",plentychineserestaurant
Brian's Juice Bar And Deli,80 E Lake St,Chicago,IL,60601,"Middle Eastern, Deli Food, Sandwiches",brian'sjuicebaranddeli
Senor Pan,4612 W Fullerton,Chicago,IL,60645,"Cuban, Sandwiches",senorpan
J B Alberto's,1326 W Morse Ave,Chicago,IL,60626,"Pizza, Sandwiches, Wings",jbalberto's
Food Xpress aka Shores Xpress,3851 S. Michigan,Chicago,IL,60653,"Barbecue, Noodles, Italian",foodxpressakashoresxpress
Dino's Restaurant,7004 W Higgins Ave,Chicago,IL,60656,"Italian, Pizza, Chicken",dino'srestaurant
Lee's Wok,5808 W North Ave,Chicago,IL,60639,"Chinese, Asian",lee'swok
Harold's Chicken Shack #42,1132 W Wilson,Chicago,IL,60640,"Seafood, Wings, Chicken",harold'schickenshack#42
Ben's Noodles & Rice,1139 W Bryn Mawr Ave,Chicago,IL,60660,"Noodles, Thai, Asian",ben'snoodles&rice
Oggi Trattoria,1378 W Grand Ave,Chicago,IL,60642,"Italian, Pizza, Sandwiches",oggitrattoria
China Dragon,6214 N Western Ave,Chicago,IL,60659,"Chinese, Asian",chinadragon
Miller Pizza Co.,17 W 35th St,Chicago,IL,60609,"Italian, Pizza, Pasta",millerpizzaco.
Bistro Pacific,680 N Lake Shore Dr,Chicago,IL,60611,"Japanese, Sushi",bistropacific
King Sweets,2308 W Devon Ave,Chicago,IL,60659,"Indian, Breakfast",kingsweets
Good To Go Jamaican Cuisine,1947 W Howard St,Chicago,IL,60626,"Jamaican, Seafood, Chicken",goodtogojamaicancuisine
Durbin's,10240 S. Kedzie,Evergreen Park,IL,60805,"Burgers, Pizza, Sandwiches",durbin's
Maxwell Grill,6339 N California Ave,Chicago,IL,60659,"Greek, Italian, Burgers",maxwellgrill
Lee's Chop Suey,2415 W Diversey Ave,Chicago,IL,60647,"Chinese, Asian, Cantonese",lee'schopsuey
Pizzeria Aroma,1125 W Berwyn Ave,Chicago,IL,60640,"Italian, Burgers, Pizza",pizzeriaaroma
Gaudi Cafe,624 N Ashland,Chicago,IL,60622,"Spanish, Mexican, Burgers",gaudicafe
La Chilangueada Restaurant & Taqueria,5131 W Fullerton Ave,Chicago,IL,60639,"Mexican, Sandwiches, Soups",lachilangueadarestaurant&taqueria
El Pollo Feliz,7025 S Pulaski,Chicago,IL,60629,"Steak, Chicken, Breakfast",elpollofeliz
Pars Cove,435 W Diversey Pkwy,Chicago,IL,60614,Middle Eastern,parscove
Sky Chop Suey,8616 S Kedzie Ave,Chicago,IL,60652,"Chinese, Seafood, Soups",skychopsuey
Noon O Kabab,4661 N Kedzie Ave,Chicago,IL,60625,"Middle Eastern, Persian",noonokabab
Leona's,11060 S Western Ave,Chicago,IL,60643,"Italian, Burgers, Pizza",leona's
Parkside Gyros,7355 N Clark St,Chicago,IL,60626,"Deli Food, American",parksidegyros
Lin's Garden Chinese Restaurant,3306 W Fullerton Ave,Chicago,IL,60647,"Chinese, Asian",lin'sgardenchineserestaurant
Duff's Dogs,4835 N Austin Ave,Chicago,IL,60630,"Burgers, Sandwiches, American",duff'sdogs
Pizza Hut,1601 N Western Ave,Chicago,IL,60647,Pizza,pizzahut
Gold Coast Dogs,159 N Wabash Ave,Chicago,IL,60601,"Burgers, Sandwiches, American",goldcoastdogs
Leona's,6935 N Sheridan Rd,Chicago,IL,60626,"Italian, Burgers, Pizza",leona's
Plazzio's Pizza,1901 N Western Ave,Chicago,IL,60647,"Italian, Pizza, Sandwiches",plazzio'spizza
El Chorito Taqueria,6404 North Clark Street,Chicago,IL,60626,Mexican,elchoritotaqueria
Maria's Mexican Restaurant,1905 N Harlem Ave,Chicago,IL,60707,Mexican,maria'smexicanrestaurant
Zad,3112 N Broadway St,Chicago,IL,60657,Middle Eastern,zad
Tanelli's Chicago Style Pizza,7065 W Belmont,Chicago,IL,60634,"Italian, Pizza, Sandwiches",tanelli'schicagostylepizza
Ben's Noodles And Rice,139 W Bryn Mawr Ave,Chicago,IL,60659,Thai,ben'snoodlesandrice
Dona Naty's Tacos,1815 W Chicago Ave,Chicago,IL,60622,Mexican,donanaty'stacos
Villa Rosa,5345 W Devon Ave,Chicago,IL,60646,"Italian, Pizza, Pasta",villarosa
El Guanaco Restaurant # 1,3802 W Diversey Ave,Chicago,IL,60647,"Caribbean, Colombian, El Salvadoran",elguanacorestaurant#1
Naty's Pizza #2,1757 W Chicago Ave,Chicago,IL,60622,"Pizza, Sandwiches, Pasta",naty'spizza#2
Seashell Restaurant #3,1600 W 59th ,Chicago,IL,60636,"Sandwiches, Chicken",seashellrestaurant#3
Panino's Pizzeria,3702 N Broadway St,Chicago,IL,60613,"Italian, Pizza, Sandwiches",panino'spizzeria
La Trucha Arcoiris,4622 S Kedzie,Chicago,IL,60632,"Mexican, Breakfast",latruchaarcoiris
Freshii,835 N Michigan Ave,Chicago,IL,60611,"Soups, Wraps, Salads",freshii
Elias' Tacos,5249 S Kedzie Ave,Chicago,IL,60632,"Mexican, Seafood",elias'tacos
Rosebud Theater District,70 W Madison St,Chicago,IL,60602,Italian,rosebudtheaterdistrict
Philly's Best,769 W Jackson Blvd,Chicago,IL,60661,"Diner, American",philly'sbest
The Art Of Pizza,3033 N Ashland Ave,Chicago,IL,60657,"Barbecue, Pizza, Sandwiches",theartofpizza
Thai Avenue Rice & Noodles,4949 N Broadway St,Chicago,IL,60640,Thai,thaiavenuerice&noodles
Maggiano's Little Italy,516 N CLARK ST.,Chicago,IL,60610,Italian,maggiano'slittleitaly
Fat Willy's Rib Shack,2416 W Schubert Ave,Chicago,IL,60647,"Barbecue, Sandwiches, American",fatwilly'sribshack
Carmela's Taqueria,1206 W Lawrence Ave,Chicago,IL,60640,Mexican,carmela'staqueria
El Jerezano,5037 W Diversey,Chicago,IL,60639,"Mexican, Seafood, Breakfast",eljerezano
Courtway Restaurant,29 S. LaSalle,Chicago,IL,60603,"Sandwiches, Wraps, Salads",courtwayrestaurant
Nathan's Chicago Style,1372 E 53rd St,Chicago,IL,60615,"Sandwiches, Chicken, Desserts",nathan'schicagostyle
Grandaddy's Subs,2343 W Taylor St,Chicago,IL,60612,"Burgers, Sandwiches, Salads",grandaddy'ssubs
Siam Noodle & 'rice,4654 N Sheridan Rd,Chicago,IL,60640,Thai,siamnoodle&'rice
Taqueria El Primo ,4317 N. Elston Ave.,Chicago,IL,60641,"Mexican, Breakfast",taqueriaelprimo
Moon's Sandwich Shop,16 S Western,Chicago,IL,60612,"Sandwiches, Breakfast",moon'ssandwichshop
Satay,936 W Diversey Pkwy,Chicago,IL,60614,"Chinese, Japanese, Sushi",satay
Palermo Italian Restaurant & Pizzeria,3751 W 63rd Pl,Chicago,IL,60629,"Italian, Pizza, American",palermoitalianrestaurant&pizzeria
Byron's,1701 W Lawrence Ave,Chicago,IL,60640,"Barbecue, Burgers, Sandwiches",byron's
Gold Coast Pizza Company,11 W Division St,Chicago,IL,60610,"Pizza, Late Night",goldcoastpizzacompany
Domino's Pizza,4608 W Fullerton Ave,Chicago,IL,60639,"Pizza, Wings, American",domino'spizza
Sushi Mura,3647 N Southport Ave,Chicago,IL,60613,"Japanese, Sushi, Seafood",sushimura
El Souk,808 N State St ,Chicago,IL,60610,"Mediterranean, Middle Eastern, Sandwiches",elsouk
Chop Suey Express,5160 S Pulaski Rd,Chicago,IL,60632,Chinese,chopsueyexpress
Borinquen Restaurant,1720 N California Ave,Chicago,IL,60647,Puerto Rican,borinquenrestaurant
Cuscatleco Pupuseria Y Restaurante,3125 W Lawrence Ave Ste 1,Chicago,IL,60625,"El Salvadoran, Guatemalan",cuscatlecopupuseriayrestaurante
Villa Napoli,8546 W Lawrence Ave,Norridge,IL,60706,"Italian, Pizza, Sandwiches",villanapoli
Leafy Greens,2468 N. Clark St,Chicago,IL,60614,"Sandwiches, Salads, American",leafygreens
Furama Restaurant,4936 N Broadway St,Chicago,IL,60640,"Chinese, Dim Sum, Asian",furamarestaurant
Pete's Pizza #2,5847 W Montrose Ave,Chicago,IL,60634,Pizza,pete'spizza#2
Seashell Restaurant #1,7131 S Jeffery Blvd.,Chicago,IL,60649,"Sandwiches, Chicken",seashellrestaurant#1
Giordano's,2010 W Montrose Ave,Chicago,IL,60618,"Pizza, American",giordano's
Bari Foods,1120 W Grand Ave,Chicago,IL,60642,Deli Food,barifoods
Young's Chinese Restaurant,3949 N Ashland Ave,Chicago,IL,60613,"Chinese, Asian, Cantonese",young'schineserestaurant
Giordano's,5159 S Pulaski Rd,Chicago,IL,60632,"Pizza, American",giordano's
Lou Malnati's Pizza,1120 N State St,Chicago,IL,60610,Pizza,loumalnati'spizza
Flub a Dub Chub's,3021 N Broadway St,Chicago,IL,60657,"Burgers, Hot Dogs",flubadubchub's
Udupi Palace,2543 W Devon Ave,Chicago,IL,60659,"Indian, Vegetarian, Healthy",udupipalace
Siam Cafe Thai Restaurant,4712 N Sheridan Rd,Chicago,IL,60640,"Thai, Asian",siamcafethairestaurant
Azteca,5421 N Lincoln Ave,Chicago,IL,60625,Mexican,azteca
Brown's Chicken,151 N Michigan Ave,Chicago,IL,60602,"Chicken, American",brown'schicken
Delux,669 N Milwaukee Ave,Chicago,IL,60622,"Pizza, Sandwiches, American",delux
Mark's Chop Suey On Halsted,3343 N Halsted St,Chicago,IL,60657,Chinese,mark'schopsueyonhalsted
Wok N Roll,1408 E 53rd St,Chicago,IL,60615,Chinese,woknroll
Rainbow Cuisine,4825 N Western Ave,Chicago,IL,60625,"Thai, Asian, Lunch Specials",rainbowcuisine
Chopstick Express,7230 N Harlem Ave,Chicago,IL,60631,"Chinese, Asian",chopstickexpress
China Kitchen,1931 W Foster Ave,Chicago,IL,60640,"Chinese, Asian, Lunch Specials",chinakitchen
Cafe Trinidad,555 E 75th St,Chicago,IL,60619,"Caribbean, Soul Food, Vegetarian",cafetrinidad
Dawali Mediterranean Kitchen,1625 N Halsted,Chicago,IL,60614,"Mediterranean, Sandwiches",dawalimediterraneankitchen
Lins Mandarin Restaurant,5050 N Cumberland Ave,Norridge,IL,60706,"Chinese, Asian",linsmandarinrestaurant
Amato's Pizzeria,953 W Willow St,Chicago,IL,60614,"Italian, Pizza, Sandwiches",amato'spizzeria
Ceres Cafe,141 W Jackson Blvd,Chicago,IL,60604,"Pub Food, Sandwiches, Salads",cerescafe
Coluta's Pizza On Diversey,4946 W Diversey Ave,Chicago,IL,60639,"Italian, Pizza, Sandwiches",coluta'spizzaondiversey
Bravo's Pizza & Taqueria,4419 W Fullerton Ave,Chicago,IL,60639,"Mexican, Pizza, Sandwiches",bravo'spizza&taqueria
Central Gyros,3129 N Central Ave,Chicago,IL,60634,"Greek, Mediterranean, Gyros",centralgyros
Burrito Joint,3947 W Fullerton Ave,Chicago,IL,60647,"Mexican, Sandwiches, Breakfast",burritojoint
Opera,1301 S Wabash Ave,Chicago,IL,60605,Chinese,opera
New Tokyo,3139 N Broadway St,Chicago,IL,60657,"Japanese, Sushi, Asian",newtokyo
Vince's - The Pizza People,4317 N Milwaukee Ave,Chicago,IL,60641,"Pizza, American",vince's-thepizzapeople
Jason's Wok,1014 S Western Ave,Chicago,IL,60612,"Chinese, Asian",jason'swok
Duck Walk (Fullerton),1217 W. Fullerton Ave.,Chicago,IL,60614,"Noodles, Thai, Asian",duckwalk(fullerton)
Sarpino's Pizzeria,1149 West Diversey Parkway,Chicago,IL,60614,"Italian, Pizza, Sandwiches",sarpino'spizzeria
China Express,4640 N Cumberland Ave,Chicago,IL,60656,Chinese,chinaexpress
China King Restaurant,7320 W Lawrence Ave,Harwood Heights,IL,60706,Chinese,chinakingrestaurant
Pitabelly,807 W Roosevelt,Chicago,IL,60608,"Mediterranean, Sandwiches",pitabelly
Capi's Italian Kitchen Ste 136,700 E Grand Ave,Chicago,IL,60611,Italian,capi'sitaliankitchenste136
Thai Bowl (Lincoln),2410 N. Lincoln Ave.,Chicago,IL,60614,"Noodles, Thai, Asian",thaibowl(lincoln)
Chicagoland Pizza & Pasta,5620 S Pulaski Rd,Chicago,IL,60629,"Italian, Pizza, Sandwiches",chicagolandpizza&pasta
Giordano's,5927 W Irving Park Rd,Chicago,IL,60634,"Italian, Pizza, American",giordano's
Burrito Beach,200 E Ohio St,Chicago,IL,60611,American,burritobeach
Cheng's Chopsticks,3045 W Armitage Ave,Chicago,IL,60647,"",cheng'schopsticks
China Station,2411 W North Ave,Chicago,IL,60647,"Chinese, Asian, Mandarin",chinastation
Hunan Egg Roll King,4204 N Broadway St,Chicago,IL,60613,"Chinese, Asian",hunaneggrollking
Daata Darbar,2306 W Devon Ave,Chicago,IL,60659,"Barbecue, Indian, Vegetarian",daatadarbar
Taylor Made Pizza,1220 W Taylor St,Chicago,IL,60607,"Italian, Burgers, Pizza",taylormadepizza
Tortas La Baguette,3117 W 26th St,Chicago,IL,60623,Mexican,tortaslabaguette
Sixty-five Chinese Restaurant & Bakery,201 W Madison St,Chicago,IL,60606,"Chinese, Asian",sixty-fivechineserestaurant&bakery
Kabuki,2473 N Clark St,Chicago,IL,60614,"Japanese, Sushi, Asian",kabuki
Harmony Restaurant,6525 W Archer Ave,Chicago,IL,60638,"Chinese, Sushi, Noodles",harmonyrestaurant
Nile Restaurant,1611 E 55th St,Chicago,IL,60615,"Middle Eastern, Seafood",nilerestaurant
Papa John's Pizza,5359 N Broadway St,Chicago,IL,60640,"Pizza, American",papajohn'spizza
Guerrero's Pizza,2024 S California Ave,Chicago,IL,60608,Pizza,guerrero'spizza
Kiko's Market & Restaurant,5077 N Lincoln Ave,Chicago,IL,60625,"Russian, Ukrainian, French",kiko'smarket&restaurant
Siam Pasta Thai Cuisine,7416 N Western Ave,Chicago,IL,60645,"Noodles, Thai, Asian",siampastathaicuisine
House Of Fortune,2407 S Wentworth Ave,Chicago,IL,60616,"Chinese, Asian",houseoffortune
Summer,1123 W Granville Ave,Chicago,IL,60660,"Noodles, Thai, Asian",summer
Dosirak,1514 W Taylor,Chicago,IL,60607,"Korean, Asian",dosirak
#1 Chop Suey,4307 W Irving Park Rd,Chicago,IL,60641,"Chinese, Asian, Cantonese",#1chopsuey
China Chef,4600 W Belmont Ave,Chicago,IL,60641,"Chinese, Asian, Lunch Specials",chinachef
Kowloon Restaurant,7403 W Irving Park Rd,Chicago,IL,60634,"Chinese, Asian, Lunch Specials",kowloonrestaurant
Soriano's Pizza,7242 W Touhy Ave,Chicago,IL,60631,"Italian, Pizza, Sandwiches",soriano'spizza
Marie's Pizzeria & Liqours,4129 W Lawrence Ave,Chicago,IL,60630,"Italian, Pizza, Sandwiches",marie'spizzeria&liqours
Brett's Kitchen,233 W Superior St,Chicago,IL,60654,"Sandwiches, American",brett'skitchen
Mi Tierra Mexican Restaurant,1039 W Belmont Ave,Chicago,IL,60657,Mexican,mitierramexicanrestaurant
Kabul House Express,2262 W. Devon Ave.,Chicago,IL,60659,"Mediterranean, Middle Eastern, Halal",kabulhouseexpress
El Famous Burrito,901 W. Madison St.,Chicago,IL,60607,"Mexican, Late Night",elfamousburrito
Penny's Noodle Shop,950 W Diversey Pkwy,Chicago,IL,60614,Noodles,penny'snoodleshop
Lantern Chinese Restaurant,1046 W Argyle St,Chicago,IL,60640,"Chinese, Asian",lanternchineserestaurant
Grand China Express,1129 W Thorndale Ave,Chicago,IL,60660,"Chinese, Asian, Lunch Specials",grandchinaexpress
Golden Bear,12001 S. Cicero Ave,Alsip,IL,60803,"Burgers, Sandwiches, Salads",goldenbear
Jia's,2545 N Halsted St,Chicago,IL,60614,"Chinese, Sushi, Soups",jia's
Butch McGuire's,20 W Division St,Chicago,IL,60610,"Burgers, Sandwiches, American",butchmcguire's
Chuck's Pizza And Restaurant,10123 S Western Ave,Chicago,IL,60643,"Wings, Pitas, Pasta",chuck'spizzaandrestaurant
Waldo Cooney's Pizza,2640 W 51st St,Chicago,IL,60632,"Pizza, American",waldocooney'spizza
El Pueblito,6712 N Clark St,Chicago,IL,60626,Mexican,elpueblito
Fattoush Restaurant,2652 N Halsted St,Chicago,IL,60614,"Mediterranean, Middle Eastern, Lebanese",fattoushrestaurant
Chicago's Home of Chicken and Waffles,3947 S King Dr,Chicago,IL,60653,"Southern, American",chicago'shomeofchickenandwaffles
Denni's Pizza,4030 W 26th St,Chicago,IL,60623,"Deli Food, American",denni'spizza
Freshii Palmer House,17 E Monroe,Chicago,IL,60603,"Mexican, Sandwiches, Wraps",freshiipalmerhouse
Little Wok,103 E 51st St,Chicago,IL,60615,"Chinese, Thai, Asian",littlewok
Sammy's Red Hots,238 W Division St,Chicago,IL,60610,"Burgers, Sandwiches, Seafood",sammy'sredhots
Super Pollo & Taqueria,4614 W Diversey Ave,Chicago,IL,60639,Mexican,superpollo&taqueria
Manee Thai,3558 N Pulaski Rd,Chicago,IL,60641,"Noodles, Thai, Asian",maneethai
90 Miles Cuban Cafe,2540 W. Armitage Ave,Chicago,IL,60647,"Cuban, Sandwiches, Breakfast",90milescubancafe
Twins Gyros,4870 N Harlem Ave,Harwood Heights,IL,60706,"Greek, Mediterranean, Sandwiches",twinsgyros
Wing Chong Chinese Restaurant,4077 N Elston Ave,Chicago,IL,60618,Chinese,wingchongchineserestaurant
Metropolis Rotisseria,924 W Armitage Ave,Chicago,IL,60614,"Italian, Deli Food",metropolisrotisseria
Papa Joe's Pizza,5750 N Milwaukee Ave,Chicago,IL,60646,"Deli Food, Pizza, American",papajoe'spizza
Peking Chinese Food,129 W North Ave,Chicago,IL,60610,"Chinese, Asian",pekingchinesefood
Sticky Rice,4018 N Western Ave,Chicago,IL,60618,Thai,stickyrice
Peking Chinese Kitchen,3167 N Halsted St,Chicago,IL,60657,"Chinese, Asian, Cantonese",pekingchinesekitchen
Al's Pizza,8530 W Lawrence Ave,Harwood Heights,IL,60706,"Italian, Pizza, Sandwiches",al'spizza
Village Pizza,2356 W Chicago Ave,Chicago,IL,60622,"Italian, Pizza, Sandwiches",villagepizza
WestEnd Bar & Grill,1326 W Madison,Chicago,IL,60607,"Pizza, Sandwiches, American",westendbar&grill
Suparossa,4256 N Central Ave,Chicago,IL,60634,"Italian, Pizza, Pasta",suparossa
Thai Aroma,4142 N Broadway St,Chicago,IL,60613,"Noodles, Thai, Asian",thaiaroma
Afghan Kabob,4040 W Montrose Ave ,Chicago,IL,60641,Middle Eastern,afghankabob
Wing Wah Lau,4340 S Archer Ave,Chicago,IL,60632,"Chinese, Noodles, Asian",wingwahlau
See Thru Chinese Kitchen,10939 S Western Ave,Chicago,IL,60643,Chinese,seethruchinesekitchen
Output Wings & Burgers,1758 W. Grand,Chicago,IL,60622,"Sandwiches, Wraps, Salads",outputwings&burgers
Mei Shung Restaurant,5511 N Broadway St,Chicago,IL,60640,"Chinese, Asian, Lunch Specials",meishungrestaurant
di Caputo's Pizzeria,7543 W Montrose,Norridge,IL,60706,"Italian, Pizza, Sandwiches",dicaputo'spizzeria
Standing Room Only,610 S Dearborn St,Chicago,IL,60605,"Barbecue, Burgers, Sandwiches",standingroomonly
Chutney Joe's,500 W Madison St,Chicago,IL,60661,Indian,chutneyjoe's
Papa John's Pizza,3927 N. Lincoln Ave.,Chicago,IL,60613,"Pizza, Wings",papajohn'spizza
La Casa de Roy y Moy,4410 N Kedzie Ave,Chicago,IL,60625,Mexican,lacasaderoyymoy
Kanok,3422 N Broadway St,Chicago,IL,60657,"Japanese, Sushi, Asian",kanok
Pizza By Alex,5040 W Montrose Ave,Chicago,IL,60641,"Italian, Pizza",pizzabyalex
Sushi O Sushi,346 W Armitage Ave,Chicago,IL,60614,"Japanese, Sushi",sushiosushi
Mitad Del Mundo Restaurant,2833 W Armitage Ave,Chicago,IL,60647,Mexican,mitaddelmundorestaurant
DiMaggio Cafe & Bakery,7326 W Lawrence Ave,Harwood Heights,IL,60706,"Italian, Pizza, Sandwiches",dimaggiocafe&bakery
Yu Shan Chinese Restaurant,548 N Wells St,Chicago,IL,60654,"Chinese, Asian",yushanchineserestaurant
"Tamarind Sushi, Sake & Eclectic Asian Cafe",614 S Wabash Ave,Chicago,IL,60605,"Chinese, Indian, Japanese","tamarindsushi,sake&eclecticasiancafe"
Piccolo Mondo,1642 E 56th St,Chicago,IL,60637,"Italian, Seafood, Soups",piccolomondo
Pizza Hut,4101 N Harlem Ave,Harwood Heights,IL,60706,Pizza,pizzahut
Marcello's Father and Son,2475 N Milwaukee Ave,Chicago,IL,60647,"Italian, Pizza",marcello'sfatherandson
China Hut Restaurant,7101 N Clark St,Chicago,IL,60626,Chinese,chinahutrestaurant
Hong Kong Chinese Restaurant,6958 N Clark St,Chicago,IL,60626,Chinese,hongkongchineserestaurant
Oberweis Dairy,1293 N Milwaukee Ave,Chicago,IL,60622,"Ice Cream, American",oberweisdairy
See Thru Chinese Kitchen,5656 W. Roosevelt,Chicago,IL,60644,"Chinese, Asian",seethruchinesekitchen
Fogo 2 Go,926 W. Diversey,Chicago,IL,60614,"Italian, Brazilian, Pizza",fogo2go
Fast & Fresh,3500 N Broadway St,Chicago,IL,60657,"Burgers, Sandwiches, American",fast&fresh
Beggar's Pizza,3277 W 115th St,Merrionette Park,IL,60803,"Pizza, Pasta",beggar'spizza
Casbah,3151 N Broadway St,Chicago,IL,60657,Mediterranean,casbah
La Humita,3466 N Pulaski Rd,Chicago,IL,60641,Ecuadorian,lahumita
Taqueria El Primo,3500 W. Montrose Ave.,Chicago,IL,60618,Mexican,taqueriaelprimo
The Spice,2886 N Milwaukee Ave,Chicago,IL,60618,"Japanese, Sushi, Noodles",thespice
Amato's Pizzeria,1737 N Harlem Ave,Elmwood Park,IL,60707,"Diner, American",amato'spizzeria
Bread Basket,4725 W Belmont Ave,Chicago,IL,60641,"Burgers, Pizza, Sandwiches",breadbasket
C. W. Napkin,1011 W Irving Park Rd,Chicago,IL,60613,"Burgers, Pizza, Sandwiches",c.w.napkin
Pastoral's Artisan Trays,2945 N Broadway St,Chicago,IL,60657,"Deli Food, Sandwiches, Wraps",pastoral'sartisantrays
Vegetarian Express,3109 N Halsted St,Chicago,IL,60657,"Sandwiches, Vegetarian, Breakfast",vegetarianexpress
Pizza Hut,2309 W Lawrence Ave,Chicago,IL,60625,Pizza,pizzahut
Side Street Saloon,1456 W George St,Chicago,IL,60657,"Burgers, Pizza, American",sidestreetsaloon
Reza's Restaurant - Clark St,5244 N Clark St,Chicago,IL,60640,"Mediterranean, Seafood, Salads",reza'srestaurant-clarkst
Anna Maria Pasteria,4400 N Clark St,Chicago,IL,60640,Italian,annamariapasteria
Domino's Pizza,1453 E Hyde Park Blvd,Chicago,IL,60615,"Pizza, Wings, American",domino'spizza
New China,2438 W Division St,Chicago,IL,60622,"Chinese, Asian, Lunch Specials",newchina
Orion Bar & Restaurant,5772 S Archer Ave,Chicago,IL,60638,"Polish, Pub Food",orionbar&restaurant
